repo_name,organization,language,stars,forks,open_issues,age_days,has_coc,has_contributing,has_workflows,has_readme,description
babel,babel,TypeScript,43873,5801,759,4157,True,True,True,True,🐠 Babel is a compiler for writing next generation JavaScript.
front-end-interview-handbook,yangshun,MDX,43838,5948,14,2953,True,True,True,True,Front End interview preparation materials for busy engineers (updated for 2025)
iina,iina,Swift,43798,2743,1941,3344,False,True,True,True,The modern video player for macOS.
TensorFlow-Examples,aymericdamien,Jupyter Notebook,43798,14809,226,3748,False,False,False,True,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2)
ghostty,ghostty-org,Zig,43731,1628,202,1417,False,True,True,True,"👻 Ghostty is a fast, feature-rich, and cross-platform terminal emulator that uses platform-native UI and GPU acceleration."
awesome-remote-job,lukasz-madon,,43524,4467,25,4061,False,True,True,True,A curated list of awesome remote jobs and resources. Inspired by https://github.com/vinta/awesome-python
streamlit,streamlit,Python,43480,4089,1313,2366,True,True,True,True,Streamlit — A faster way to build and share data apps.
fuels-rs,FuelLabs,Rust,43426,1360,69,1566,False,False,True,True,Fuel Network Rust SDK
Summer2026-Internships,SimplifyJobs,Python,43391,3167,2,2092,False,True,True,True,Collection of Summer 2026 tech internships!
fuels-ts,FuelLabs,TypeScript,43382,1367,65,1624,True,True,True,True,Fuel Network Typescript SDK
jsoncrack.com,AykutSarac,TypeScript,43323,3485,41,1476,True,True,True,True,"✨ Innovative and open-source visualization application that transforms various data formats, such as JSON, YAML, XML, CSV and more, into interactive graphs."
upscayl,upscayl,TypeScript,43267,2075,69,1294,False,False,True,True,"🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows."
nanochat,karpathy,Python,43256,5617,51,124,False,False,False,True,The best ChatGPT that $100 can buy.
sentry,getsentry,Python,43147,4607,2052,5646,False,False,True,True,Developer-first error tracking and performance monitoring
cobra,spf13,Go,43146,3052,347,4546,False,True,True,True,A Commander for modern Go CLI interactions
TrafficMonitor,zhongyang219,C++,43083,3601,1249,3121,False,False,True,True,这是一个用于显示当前网速、CPU及内存利用率的桌面悬浮窗软件，并支持任务栏显示，支持更换皮肤。
pm2,Unitech,JavaScript,42928,2683,1083,4652,False,True,True,True,Node.js Production Process Manager with a built-in Load Balancer.
helix,helix-editor,Rust,42920,3311,1438,2084,False,False,True,True,A post-modern modal text editor.
CPlusPlusThings,Light-City,C++,42858,8833,17,2407,False,False,False,True,C++那些事
spark,apache,Scala,42812,29065,255,4372,False,True,True,True,Apache Spark - A unified analytics engine for large-scale data processing
LocalAI,mudler,Go,42798,3555,167,1063,False,True,True,True,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more. Features: Generate Text, MCP, Audio, Video, Images, Voice Cloning, Distributed, P2P and decentralized inference"
kong,Kong,Lua,42761,5073,130,4106,True,True,True,True,🦍 The API and AI Gateway
python-patterns,faif,Python,42756,7064,12,5000,False,False,True,True,A collection of design patterns/idioms in Python
milvus,milvus-io,Go,42748,3825,993,2343,True,True,True,True,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search"
what-happens-when,alex,,42698,5724,2074,4482,False,False,False,True,"An attempt to answer the age old interview question ""What happens when you type google.com into your browser and press enter?"""
zig,ziglang,Zig,42679,3079,3511,3845,False,False,False,True,Moved to Codeberg
git-flight-rules,k88hudson,,42484,3197,16,4224,False,False,False,True,Flight rules for git
cli,cli,Go,42461,7933,953,2326,False,False,True,True,GitHub’s official command line tool
copyparty,9001,Python,42366,1722,230,2456,True,True,True,True,"Portable file server with accelerated resumable uploads, dedup, WebDAV, SFTP, FTP, TFTP, zeroconf, media indexer, thumbnails++ all in one file"
Alamofire,Alamofire,Swift,42350,7670,42,4216,False,True,True,True,Elegant HTTP Networking in Swift
mitmproxy,mitmproxy,Python,42285,4451,408,5842,False,True,True,True,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.
fanqiang,bannedbook,Kotlin,42242,7578,324,4049,False,False,True,True,翻墙-科学上网
Umi-OCR,hiroi-sora,Python,42093,4159,324,1419,False,False,True,True,"OCR software, free and offline. 开源、免费的离线OCR软件。支持截屏/批量导入图片，PDF文档识别，排除水印/页眉页脚，扫描/生成二维码。内置多国语言库。"
pandoc,jgm,Haskell,42089,3769,1054,5809,False,True,True,True,Universal markup converter
ailearning,apachecn,Python,42031,11610,3,3276,False,False,True,True,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2
diagrams,mingrammer,Python,42001,2722,382,2204,False,True,True,True,:art: Diagram as Code for prototyping cloud system architectures
RSSHub,DIYgod,TypeScript,41864,9208,366,2875,True,True,True,True,🧡 Everything is RSSible
Files,files-community,C#,41863,2600,514,2597,False,False,True,False,A modern file manager that helps users organize their files and folders.
zod,colinhacks,TypeScript,41841,1819,241,2169,True,True,True,True,TypeScript-first schema validation with static type inference
swiper,nolimits4web,JavaScript,41788,9712,243,5084,True,True,True,True,Most modern mobile touch slider with hardware accelerated transitions
tmux,tmux,C,41758,2409,40,3908,False,False,True,True,tmux source code
dubbo,apache,Java,41727,26555,913,4988,True,True,True,True,The java implementation of Apache Dubbo. An RPC and microservice framework.
gradio,gradio-app,Python,41704,3259,476,2614,True,True,True,True,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!"
nw.js,nwjs,JavaScript,41627,3870,956,5155,False,False,True,True,Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.
DeepSpeed,deepspeedai,Python,41621,4719,1268,2213,True,True,True,True,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective."
fd,sharkdp,Rust,41567,974,160,3202,False,True,True,True,"A simple, fast and user-friendly alternative to 'find'"
full-stack-fastapi-template,fastapi,TypeScript,41554,8093,13,2548,False,True,True,True,"Full stack, modern web application template. Using FastAPI, React, SQLModel, PostgreSQL, Docker, GitHub Actions, automatic HTTPS and more."
yarn,yarnpkg,JavaScript,41545,2733,2061,3678,True,True,True,True,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry
English-level-up-tips,byoungd,,41450,4397,29,3182,False,False,False,True,An advanced guide to learn English which might benefit you a lot 🎉 .  离谱的英语学习指南/英语学习教程/英语学习/学英语
uni-app,dcloudio,JavaScript,41417,3717,712,2774,False,False,True,True,A cross-platform framework using Vue.js
exo,exo-explore,Python,41408,2811,148,599,False,True,True,True,Run frontier AI locally.
black,psf,Python,41381,2724,332,2893,False,True,True,True,The uncompromising Python code formatter
ColossalAI,hpcaitech,Python,41340,4534,493,1570,False,True,True,True,"Making large AI models cheaper, faster and more accessible"
pure-bash-bible,dylanaraps,Shell,41327,3635,62,2803,False,True,False,True,📖 A collection of pure bash alternatives to external processes.
siyuan,siyuan-note,TypeScript,41270,2566,376,1994,False,False,True,True,"A privacy-first, self-hosted, fully open source personal knowledge management software, written in typescript and golang."
chatgpt-on-wechat,zhayujie,Python,41262,9737,350,1287,False,False,True,True,CowAgent是基于大模型的超级AI助理，能主动思考和任务规划、访问操作系统和外部资源、创造和执行Skills、拥有长期记忆并不断成长。同时支持飞书、钉钉、企业微信应用、微信公众号、网页等接入，可选择OpenAI/Claude/Gemini/DeepSeek/ Qwen/GLM/Kimi/LinkAI，能处理文本、语音、图片和文件，可快速搭建个人AI助手和企业数字员工。
ray,ray-project,Python,41258,7218,3360,3398,False,True,True,True,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.
hexo,hexojs,TypeScript,41237,5035,99,4892,True,False,True,True,"A fast, simple & powerful blog framework, powered by Node.js."
ChatGLM-6B,zai-org,Python,41230,5208,603,1069,False,False,True,True,ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型
vue2-elm,bailicangdu,Vue,41171,12353,121,3340,False,False,True,True,Large single page application with 45 pages built on vue2 + vuex. 基于 vue2 + vuex 构建一个具有 45 个页面的大型单页面应用
styled-components,styled-components,TypeScript,41024,2524,335,3469,True,True,True,True,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅
fastlane,fastlane,Ruby,40984,5972,871,4091,True,True,True,True,🚀 The easiest way to automate building and releasing your iOS and Android apps
vuetify,vuetifyjs,TypeScript,40956,7152,671,3442,True,False,True,True,🐉 Vue Component Framework
logseq,logseq,Clojure,40923,2448,1040,2093,True,True,True,True,"A privacy-first, open-source platform for knowledge management and collaboration. Download link:  http://github.com/logseq/logseq/releases. roadmap: https://discuss.logseq.com/t/logseq-product-roadmap/34267"
cheat.sh,chubin,Python,40901,1897,140,3204,False,True,True,True,the only cheat sheet you need
ccxt,ccxt,Python,40898,8502,1346,3198,False,True,True,True,A cryptocurrency trading API with more than 100 exchanges in JavaScript / TypeScript / Python / C# / PHP / Go 
bruno,usebruno,JavaScript,40864,2113,1709,1235,False,True,True,True,Opensource IDE For Exploring and Testing API's (lightweight alternative to Postman/Insomnia)
tabler,tabler,HTML,40717,4337,113,2935,False,False,True,True,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap
curl,curl,C,40698,7057,33,5811,False,False,True,True,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, MQTTS, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features"
aider,Aider-AI,Python,40629,3889,1380,1011,False,True,True,True,aider is AI pair programming in your terminal
payload,payloadcms,TypeScript,40568,3371,749,1865,False,True,True,True,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications."
WeChatMsg,LC044,,40535,4858,25,1130,False,False,False,True,
system-design,karanpratapsingh,,40430,5062,3,1278,True,True,True,True,Learn how to design systems at scale and prepare for system design interviews
jan,janhq,TypeScript,40422,2515,225,912,False,True,True,True,Jan is an open source alternative to ChatGPT that runs 100% offline on your computer.
50projects50days,bradtraversy,CSS,40418,9767,41,1916,False,False,False,True,"50+ mini web projects using HTML, CSS & JS"
daisyui,saadeghi,Svelte,40242,1607,52,1903,False,False,True,True,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library"
chakra-ui,chakra-ui,TypeScript,40226,3569,21,2373,True,True,True,True,Chakra UI is a component system for building SaaS products with speed ⚡️
zju-icicles,QSCTech,HTML,40220,9606,10,3518,False,False,True,True,浙江大学课程攻略共享计划
cal.com,calcom,TypeScript,40189,11903,1379,1790,True,True,True,True,Scheduling infrastructure for absolutely everyone.
hyperswitch,juspay,Rust,40144,4564,1394,1216,False,False,True,True,"An open source payments switch written in Rust to make payments fast, reliable and affordable"
data-engineer-handbook,DataExpert-io,Jupyter Notebook,40107,7646,26,817,False,False,False,True,This is a repo with links to everything you'd ever want to learn about data engineering
desktop,zen-browser,JavaScript,40095,1325,538,688,True,False,True,True,Welcome to a calmer internet
wrk,wg,C,40056,3028,202,5079,False,False,True,True,Modern HTTP benchmarking tool
aria2,aria2,C++,40014,3817,1136,5558,False,False,True,True,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink."
remote-jobs,remoteintech,Nunjucks,40004,3926,12,3777,False,False,True,True,A list of semi to fully remote-friendly companies (jobs) in tech.
HEU_KMS_Activator,zbezj,,39927,3798,164,2428,False,False,False,True,
bert,google-research,Python,39852,9707,882,2668,False,True,False,True,TensorFlow code and pre-trained models for BERT
php-src,php,C,39849,8004,1751,5357,False,True,True,True,The PHP Interpreter
vim,vim,Vim Script,39823,5982,1653,3832,False,True,True,True,The official Vim repository
cherry-studio,CherryHQ,TypeScript,39790,3665,634,631,True,True,True,True,"AI productivity studio with smart chat, autonomous agents, and 300+ assistants. Unified access to frontier LLMs"
tidb,pingcap,Go,39738,6118,5660,3814,True,True,True,True,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications."
esbuild,evanw,Go,39696,1284,592,3532,False,False,True,True,An extremely fast bundler for the web
twenty,twentyhq,TypeScript,39690,5166,232,1171,False,False,True,True,"Building a modern alternative to Salesforce, powered by the community."
trpc,trpc,TypeScript,39534,1488,184,2037,False,True,True,True,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. 
minimind,jingyaogong,Python,39514,4767,35,567,True,False,False,True,🚀🚀 「大模型」2小时完全从0训练26M的小参数GPT！🌏 Train a 26M-parameter GPT from scratch in just 2h!
gorm,go-gorm,Go,39493,4134,517,4495,True,False,True,True,"The fantastic ORM library for Golang, aims to be developer friendly"
video.js,videojs,JavaScript,39488,7520,630,5754,True,True,True,True,Video.js - open source HTML5 video player
Deep-Learning-Papers-Reading-Roadmap,floodsung,Python,39472,7330,91,3410,False,False,False,True,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!
Win11Debloat,Raphire,PowerShell,39456,1529,27,1935,False,False,True,True,"A simple, lightweight PowerShell script to remove pre-installed apps, disable telemetry, as well as perform various other changes to customize, declutter and improve your Windows experience. Win11Debloat works for both Windows 10 and Windows 11."
free,freefq,,39448,5672,554,2078,False,False,False,True,翻墙、免费翻墙、免费科学上网、免费节点、免费梯子、免费ss/v2ray/trojan节点、蓝灯、谷歌商店、翻墙梯子
puter,HeyPuter,JavaScript,39416,3476,189,713,False,True,True,True,"🌐 The Internet Computer! Free, Open-Source, and Self-Hostable."
FastChat,lm-sys,Python,39400,4781,981,1063,False,False,True,True,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena."
bubbletea,charmbracelet,Go,39381,1094,155,2226,False,False,True,True,A powerful little TUI framework 🏗
photoprism,photoprism,Go,39245,2207,446,2940,True,True,True,True,AI-Powered Photos App for the Decentralized Web 🌈💎✨
fiber,gofiber,Go,39205,1957,44,2221,False,False,True,False,⚡️ Express inspired web framework written in Go
materialize,Dogfalo,JavaScript,39159,4663,791,4172,True,True,True,True,"Materialize, a CSS Framework based on Material Design"
faiss,facebookresearch,C++,39099,4234,282,3294,True,True,True,True,A library for efficient similarity search and clustering of dense vectors.
appsmith,appsmithorg,TypeScript,39087,4457,4436,2055,True,True,True,True,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API."
Fabric,danielmiessler,Go,39052,3897,24,772,False,False,True,True,Fabric is an open-source framework for augmenting humans using AI. It provides a modular system for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.
phaser,phaserjs,JavaScript,39021,7131,101,4691,False,False,True,True,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering."
Awesome-Design-Tools,goabstract,JavaScript,39018,2188,112,2559,False,False,False,True,The best design tools and plugins for everything 👉
shellcheck,koalaman,Haskell,38979,1898,1194,4837,False,False,True,True,"ShellCheck, a static analysis tool for shell scripts"
bark,suno-ai,Jupyter Notebook,38970,4679,264,1043,False,False,False,True,🔊 Text-Prompted Generative Audio Model
styleguide,google,HTML,38952,13002,173,3922,True,False,True,True,Style guides for Google-originated open-source projects
quivr,QuivrHQ,Python,38923,3717,19,1008,False,False,True,True,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
leveldb,google,C++,38823,8158,371,4188,False,True,True,True,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.
ChatTTS,2noise,Python,38699,4207,61,627,False,False,True,True,A generative speech model for daily dialogue.
cobalt,imputnet,Svelte,38619,3194,217,1316,False,True,True,True,best way to save what you love
impress.js,impress,JavaScript,38577,6620,59,5161,False,False,True,True,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.
novu,novuhq,TypeScript,38565,4217,156,1633,True,True,True,True,"The open-source notification Inbox infrastructure. E-mail, SMS, Push and Slack Integrations."
chatbox,chatboxai,TypeScript,38505,3898,1042,1076,False,False,True,True,Powerful AI Client
devdocs,freeCodeCamp,Ruby,38482,2564,230,4495,False,False,True,True,API Documentation Browser
mindsdb,mindsdb,Python,38444,6097,171,2752,True,True,True,True,Federated Query Engine for AI - The only MCP Server you'll ever need
data-engineering-zoomcamp,DataTalksClub,Jupyter Notebook,38388,7723,7,1577,False,False,True,True,Data Engineering Zoomcamp is a free 9-week course on building production-ready data pipelines. The next cohort starts in January 2026. Join the course here 👇🏼
preact,preactjs,JavaScript,38377,2031,155,3809,False,True,True,True,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.
nushell,nushell,Rust,38311,2045,1541,2471,True,True,True,True,A new type of shell
googletest,google,C++,38227,10688,516,3854,False,True,True,True,GoogleTest - Google Testing and Mocking Framework
MPAndroidChart,PhilJay,Java,38222,9058,2191,4313,False,True,True,True,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations."
python-cheatsheet,gto76,Python,38219,6699,0,2942,False,False,False,True,Comprehensive Python Cheatsheet
lossless-cut,mifi,TypeScript,38200,1854,248,3394,False,True,True,True,The swiss army knife of lossless video/audio editing
lapce,lapce,Rust,38068,1232,872,2930,False,True,True,True,Lightning-fast and Powerful Code Editor written in Rust
halo,halo-dev,Java,37958,10213,247,2887,True,True,True,True,强大易用的开源建站工具。
insomnia,Kong,TypeScript,37936,2218,808,3584,True,True,True,True,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage."
ant-design-pro,ant-design,TypeScript,37933,8243,174,3095,True,False,True,True,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!
istio,istio,Go,37925,8242,498,3374,False,True,True,True,"Connect, secure, control, and observe services."
tesseract.js,naptha,JavaScript,37846,2358,41,3888,False,False,True,True,Pure Javascript OCR for more than 100 Languages 📖🎉🖥
agno,agno-agi,Python,37841,5006,565,1382,True,True,True,True,Build multi-agent systems that learn and improve with every interaction.
awesome-cursorrules,PatrickJS,MDX,37839,3199,66,516,False,True,True,True,📄  Configuration files that enhance Cursor AI editor experience with custom rules and behaviors
aspnetcore,dotnet,C#,37698,10576,3692,4358,False,True,True,True,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux."
wtfjs,denysdovhan,JavaScript,37638,2672,45,3137,False,True,True,True,🤪 A list of funny and tricky JavaScript examples
freecodecamp.cn,FreeCodeCampChina,CSS,37636,1407,157,3424,False,True,True,True,FCC China open source codebase and curriculum. Learn to code and help nonprofits.
cli,httpie,Python,37548,3812,241,5103,True,True,True,True,"🥧 HTTPie CLI  — modern, user-friendly command-line HTTP client for the API era. JSON support, colors, sessions, downloads, plugins & more."
metasploit-framework,rapid7,Ruby,37515,14742,523,5282,True,True,True,True,Metasploit Framework
interview,huihut,C++,37511,8129,2,2927,False,False,False,True,"📚 C/C++ 技术面试基础知识总结，包括语言、程序库、数据结构、算法、系统、网络、链接装载库等知识及面试经验、招聘、内推等信息。This repository is a summary of the basic knowledge of recruiting job seekers and beginners in the direction of C/C++ technology, including language, program library, data structure, algorithm, system, network, link loading library, interview experience, recruitment, recommendation, etc."
Open-Assistant,LAION-AI,Python,37456,3306,293,1159,False,True,True,True,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so."
ToolJet,ToolJet,JavaScript,37425,4942,962,1782,True,True,True,True,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀"
polars,pola-rs,Rust,37401,2617,2746,2102,False,True,True,True,"Extremely fast Query Engine for DataFrames, written in Rust"
GFPGAN,TencentARC,Python,37378,6276,399,1793,True,False,True,True,GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.
qlib,microsoft,Python,37372,5802,348,2010,True,False,True,True,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process."
v,vlang,V,37341,2237,1119,2563,True,True,True,True,"Simple, fast, safe, compiled language for developing maintainable software. Compiles itself in <1s with zero library dependencies. Supports automatic C => V translation. https://vlang.io"
tutorials,eugenp,Java,37339,53850,35,4673,False,True,True,True,Getting Started with Spring Boot 3: 
taro,NervJS,TypeScript,37298,4893,1710,2869,False,True,True,True,开放式跨端跨框架解决方案，支持使用 React/Vue 等框架来开发微信/京东/百度/支付宝/字节跳动/ QQ 小程序/H5/React Native 等应用。  https://taro.zone/
Langchain-Chatchat,chatchat-space,Python,37291,6141,25,1051,False,False,True,True,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
google-research,google-research,Jupyter Notebook,37259,8326,1759,2689,False,True,False,True,Google Research
deeplearningbook-chinese,exacity,TeX,37190,9168,67,3356,False,False,False,True,Deep Learning Book Chinese Translation
Folo,RSSNext,TypeScript,37185,1953,384,677,True,True,True,True,🧡 Folo is the AI Reader
interview_internal_reference,0voice,Python,37178,9425,36,2441,False,False,False,True,2025年最新总结，阿里，腾讯，百度，美团，头条等技术面试题目，以及答案，专家出题人分析汇总。
NewPipe,TeamNewPipe,Java,37150,3461,1380,3816,False,False,True,True,A libre lightweight streaming front-end for Android.
outline,outline,TypeScript,37140,3067,59,3554,False,False,True,True,"The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible."
engineering-blogs,kilimchoi,Ruby,37101,1948,143,3898,False,True,True,True,A curated list of engineering blogs
arthas,alibaba,Java,37092,7634,461,2725,False,True,True,True,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas
gym,openai,Python,37034,8710,127,3580,True,True,True,True,A toolkit for developing and comparing reinforcement learning algorithms.
it-tools,CorentinTh,Vue,37032,4613,754,2141,False,False,True,True,"Collection of handy online tools for developers, with great UX. "
compose,docker,Go,36981,5716,52,4450,False,True,True,True,Define and run multi-container applications with Docker
spacedrive,spacedriveapp,Rust,36948,1200,23,1601,True,True,True,True,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust."
llvm-project,llvm,LLVM,36924,16139,34614,3356,True,True,True,True,The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.
wtfpython,satwikkansal,Python,36895,2669,70,3091,False,True,True,True,What the f*ck Python? 😱
MockingBird,babysor,Python,36874,5246,482,1652,True,False,True,True,🚀Clone a voice in 5 seconds to generate arbitrary speech in real-time
JavaFamily,AobingJava,,36873,7804,6,2286,False,False,False,True,【Java面试+Java学习指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。
docs,inkonchain,MDX,36854,448,44,647,False,False,True,True,Ink Documentation
RevokeMsgPatcher,huiyadanli,C#,36820,3919,47,2400,False,False,True,True,:trollface: A hex editor for WeChat/QQ/TIM - PC版微信/QQ/TIM防撤回补丁（我已经看到了，撤回也没用了）
node,inkonchain,Shell,36806,630,18,641,False,False,True,True,How to run an Ink Node
manim,ManimCommunity,Python,36760,2650,474,2097,True,True,True,True,A community-maintained Python framework for creating mathematical animations. 
ink-kit,inkonchain,TypeScript,36714,426,3,467,False,False,True,True,React component library for onchain applications - See README for modern alternatives
shadowsocks-android,shadowsocks,Kotlin,36660,11541,60,4808,False,True,True,True,A shadowsocks client for Android
REKCARC-TSC-UHT,PKUanonym,HTML,36640,7847,2,2507,False,False,False,True,"清华大学计算机系课程攻略 Guidance for courses in Department of Computer Science and Technology, Tsinghua University"
og-aws,open-guides,Shell,36638,3912,159,3502,True,True,True,True,📙 Amazon Web Services — a practical guide
sqlmap,sqlmapproject,Python,36596,6195,57,4981,False,False,True,True,Automatic SQL injection and database takeover tool
drawdb,drawdb-io,JavaScript,36591,2852,179,943,False,True,True,True,"Free, simple, and intuitive online database diagram editor and SQL generator."
marked,markedjs,TypeScript,36587,3509,9,5319,False,False,True,True,A markdown parser and compiler. Built for speed.
paperless-ngx,paperless-ngx,Python,36585,2323,10,1462,True,True,True,True,"A community-supported supercharged document management system: scan, index and archive all your documents"
portainer,portainer,TypeScript,36560,2773,712,3557,True,True,True,True,Making Docker and Kubernetes management easy.
remotion,remotion-dev,TypeScript,36554,2222,89,2061,False,True,True,True,🎥      Make videos programmatically with React
vnpy,vnpy,Python,36522,10880,12,4002,False,False,True,True,基于Python的开源量化交易平台开发框架
supervision,roboflow,Python,36485,3090,137,1174,False,False,True,True,We write your reusable computer vision tools. 💜
awesome-shell,alebcay,,36484,2464,125,4240,False,True,True,True,"A curated list of awesome command-line frameworks, toolkits, guides and gizmos. Inspired by awesome-php."
date-fns,date-fns,TypeScript,36467,1931,910,4149,False,True,True,True,⏳ Modern JavaScript date utility library ⌛️
stats,exelban,Swift,36450,1179,31,2452,False,False,True,True,macOS system monitor in your menu bar
pytorch-image-models,huggingface,Python,36368,5118,75,2569,True,True,True,True,"The largest collection of PyTorch image encoders / backbones. Including train, eval, inference, export scripts, and pretrained weights -- ResNet, ResNeXT, EfficientNet, NFNet, Vision Transformer (ViT), MobileNetV4, MobileNet-V3 & V2, RegNet, DPN, CSPNet, Swin Transformer, MaxViT, CoAtNet, ConvNeXt, and more"
LLM101n,karpathy,,36316,1973,19,628,False,False,False,True,LLM101n: Let's build a Storyteller
typeorm,typeorm,TypeScript,36309,6496,499,3638,False,True,True,True,"ORM for TypeScript and JavaScript. Supports MySQL, PostgreSQL, MariaDB, SQLite, MS SQL Server, Oracle, SAP Hana, WebSQL databases. Works in NodeJS, Browser, Ionic, Cordova and Electron platforms."
Coursera-ML-AndrewNg-Notes,fengdu78,HTML,36291,11137,68,3024,False,False,False,True,吴恩达老师的机器学习课程个人笔记
sheetjs,SheetJS,,36180,7979,132,4820,False,False,True,True,📗 SheetJS Spreadsheet Data Toolkit -- New home https://git.sheetjs.com/SheetJS/sheetjs
slate,slatedocs,,36164,348,50,4536,False,False,False,True,Beautiful static documentation for your API
HanLP,hankcs,Python,36129,10904,12,4146,False,False,True,True,"Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification"
955.WLB,formulahendry,,36116,1750,202,2515,False,False,True,True,955 不加班的公司名单 - 工作 955，work–life balance (工作与生活的平衡)
duckdb,duckdb,C++,36093,2927,615,2790,True,True,True,True,DuckDB is an analytical in-process SQL database management system
lerna,lerna,TypeScript,36078,2275,390,3725,True,True,True,True,"Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository."
GPT_API_free,chatanywhere,Python,36045,2541,58,1028,False,False,True,True,Free ChatGPT&DeepSeek API Key，免费ChatGPT&DeepSeek API。免费接入DeepSeek API和GPT4 API，支持 gpt | deepseek | claude | gemini | grok 等排名靠前的常用大模型。
hello-algorithm,geekxh,Java,36015,6462,11,2087,False,False,False,True,🌍 针对小白的算法训练 | 包括四部分：①.大厂面经 ②.力扣图解  ③.千本开源电子书 ④.百张技术思维导图（项目花了上百小时，希望可以点 star 支持，🌹感谢~）推荐免费ChatGPT使用网站
